Id,SalePrice
1668,332148.07
1669,317232.28
1670,330530.73
1671,252393.36
1672,475484.44
1673,307239.69
1674,251498.69
1675,192579.82
1676,196061.11
1677,218861.42
1678,479280.87
1679,355046.72
1680,324292.89
1681,272282.1
1682,300148.15
1683,192134.64
1684,170956.65
1685,174068.3
1686,165239.1
1687,170526.99
1688,187808.1
1689,185017.38
1690,188437.0
1691,183911.0
1692,279200.16
1693,173068.49
1694,185490.5
1695,173220.0
1696,310712.22
1697,174965.95
1698,328118.2
1699,340489.06
1700,240305.16
1701,253879.15
1702,258984.99
1703,265946.65
1704,292750.38
1705,240111.38
1706,477732.21
1707,216044.46
1708,223493.15
1709,300419.72
1710,221775.44
1711,286660.85
1712,256918.7
1713,261574.08
1714,224794.31
1715,204519.5
1716,181797.55
1717,164834.2
1718,127124.75
1719,203829.15
1720,240833.81
1721,165589.75
1722,122180.0
1723,155281.91
1724,205223.49
1725,231241.75
1726,192643.5
1727,174238.89
1728,192309.2
1729,171146.74
1730,170961.7
1731,135670.6
1732,134249.1
1733,120131.41
1734,130824.13
1735,132317.18
1736,117568.5
1737,328003.73
1738,209604.0
1739,294059.85
1740,201806.76
1741,175029.36
1742,169107.0
1743,181390.35
1744,287785.38
1745,208078.95
1746,247284.99
1747,222156.86
1748,205071.24
1749,166289.0
1750,129499.0
1751,224435.8
1752,118669.8
1753,146896.56
1754,207212.66
1755,168690.04
1756,134460.37
1757,121173.66
1758,142097.2
1759,170990.62
1760,165016.87
1761,153948.53
1762,182999.28
1763,162842.0
1764,122940.08
1765,157012.55
1766,188906.32
1767,221949.7
1768,138087.25
1769,175658.43
1770,144392.5
1771,125375.1
1772,141332.75
1773,144387.32
1774,134810.5
1775,133068.75
1776,111075.0
1777,119145.75
1778,129167.59
1779,120127.27
1780,170597.15
1781,128380.64
1782,90469.42
1783,141682.9
1784,104949.84
1785,113361.6
1786,152161.28
1787,181752.01
1788,70003.0
1789,108578.26
1790,82334.06
1791,185343.19
1792,153402.0
1793,149017.91
1794,144857.0
1795,138551.0
1796,129526.0
1797,123793.0
1798,125697.5
1799,116247.25
1800,122077.7
1801,116744.34
1802,140484.94
1803,151309.87
1804,141248.4
1805,136449.25
1806,124524.85
1807,138522.0
1808,128022.34
1809,121821.21
1810,145626.5
1811,114595.5
1812,109335.72
1813,124617.0
1814,101385.25
1815,70686.0
1816,99036.11
1817,112473.9
1818,138799.57
1819,126055.75
1820,90108.83
1821,114458.16
1822,150562.92
1823,62450.0
1824,137796.12
1825,139438.37
1826,94961.92
1827,105616.84
1828,127133.7
1829,120835.31
1830,148063.87
1831,173134.5
1832,119527.59
1833,127877.87
1834,144260.08
1835,162519.34
1836,127981.2
1837,99846.84
1838,129554.34
1839,100342.34
1840,179465.0
1841,137201.49
1842,103238.0
1843,136874.45
1844,144670.0
1845,151180.01
1846,154646.82
1847,153411.74
1848,70067.0
1849,107963.82
1850,129397.25
1851,152902.37
1852,135926.12
1853,128330.94
1854,167624.5
1855,165597.06
1856,225113.8
1857,173358.84
1858,138889.62
1859,118994.42
1860,149454.8
1861,118697.26
1862,295322.66
1863,294054.66
1864,294054.66
1865,368643.13
1866,335670.77
1867,248501.39
1868,293635.95
1869,198612.46
1870,274275.45
1871,240714.77
1872,174066.01
1873,217521.9
1874,133329.85
1875,211725.81
1876,195375.9
1877,208794.55
1878,188763.03
1879,124107.0
1880,138609.7
1881,245924.66
1882,246309.43
1883,197781.0
1884,215538.5
1885,258301.08
1886,281347.0
1887,204730.6
1888,282697.07
1889,172136.85
1890,121577.87
1891,146404.0
1892,112980.9
1893,132823.25
1894,132225.2
1895,146309.0
1896,128887.87
1897,129186.66
1898,121423.0
1899,141241.5
1900,146418.32
1901,148753.5
1902,123920.8
1903,209176.22
1904,137527.17
1905,192789.0
1906,141122.73
1907,189898.5
1908,129906.97
1909,141033.3
1910,137060.07
1911,196791.3
1912,281235.62
1913,149931.54
1914,79407.26
1915,269843.09
1916,76672.0
1917,258116.81
1918,130614.0
1919,160078.0
1920,163802.49
1921,375990.03
1922,321634.35
1923,202536.9
1924,229244.1
1925,224867.24
1926,353071.04
1927,134679.01
1928,169498.53
1929,124174.5
1930,129969.58
1931,143634.57
1932,140858.35
1933,161630.69
1934,177526.14
1935,176056.22
1936,187728.07
1937,181212.5
1938,169014.2
1939,276180.06
1940,201286.16
1941,177335.06
1942,188145.5
1943,205877.56
1944,307633.79
1945,335150.32
1946,169668.96
1947,316234.73
1948,184560.22
1949,243585.18
1950,178507.5
1951,237343.0
1952,227395.78
1953,171322.9
1954,212778.0
1955,124341.59
1956,282425.7
1957,174170.34
1958,337683.44
1959,137963.2
1960,112872.91
1961,120164.5
1962,104895.5
1963,105752.0
1964,111253.0
1965,144942.42
1966,151444.2
1967,305505.38
1968,380000.88
1969,339825.92
1970,404441.55
1971,426532.77
1972,358675.94
1973,263373.41
1974,311684.28
1975,513203.09
1976,296718.07
1977,341860.53
1978,349566.7
1979,347624.45
1980,195226.46
1981,352143.69
1982,226332.46
1983,214814.84
1984,166018.0
1985,225043.03
1986,224602.22
1987,180157.72
1988,179959.81
1989,191915.38
1990,220736.15
1991,221133.29
1992,211312.0
1993,175807.62
1994,236122.46
1995,187232.35
1996,247671.3
1997,315661.39
1998,347713.48
1999,251171.0
2000,296118.03
2001,282603.3
2002,248978.28
2003,270282.56
2004,314542.8
2005,242944.7
2006,225783.45
2007,243295.23
2008,208901.06
2009,197129.5
2010,185404.04
2011,128819.75
2012,180032.08
2013,187307.4
2014,191482.5
2015,194579.19
2016,195406.0
2017,195082.0
2018,123203.96
2019,132651.6
2020,124806.25
2021,110556.71
2022,181310.74
2023,154044.71
2024,238697.26
2025,377055.74
2026,179713.79
2027,164763.39
2028,153967.67
2029,166466.0
2030,307712.61
2031,268943.23
2032,285538.7
2033,305592.78
2034,171853.68
2035,218908.65
2036,185607.0
2037,184523.0
2038,324391.14
2039,219460.62
2040,363816.25
2041,283866.48
2042,199674.4
2043,166889.14
2044,155855.0
2045,217879.42
2046,138083.63
2047,132821.59
2048,131452.0
2049,142819.2
2050,168761.0
2051,108968.34
2052,130770.0
2053,142116.75
2054,86363.5
2055,141436.84
2056,136386.82
2057,122112.84
2058,193883.0
2059,138687.37
2060,155376.64
2061,177158.5
2062,131668.0
2063,115733.41
2064,134407.79
2065,114935.09
2066,192697.14
2067,137756.5
2068,136696.79
2069,85829.33
2070,109885.27
2071,99639.76
2072,135903.9
2073,149653.42
2074,183704.7
2075,143129.75
2076,119736.91
2077,140235.37
2078,128731.0
2079,144766.62
2080,121997.6
2081,121173.08
2082,131614.77
2083,130984.08
2084,113248.0
2085,127389.25
2086,125942.0
2087,128312.84
2088,120518.83
2089,91150.0
2090,141385.0
2091,114228.5
2092,124485.23
2093,132549.28
2094,123339.5
2095,158576.82
2096,94861.4
2097,101150.75
2098,135482.22
2099,66802.0
2100,103112.32
2101,128406.9
2102,135660.25
2103,108955.58
2104,125344.33
2105,124514.35
2106,80442.71
2107,244990.6
2108,126978.25
2109,114272.98
2110,133176.95
2111,143975.4
2112,139806.0
2113,119600.0
2114,119355.25
2115,150871.0
2116,128718.87
2117,153064.5
2118,119365.32
2119,109235.27
2120,128706.66
2121,121095.07
2122,102176.98
2123,100715.0
2124,180216.0
2125,123845.6
2126,166947.5
2127,158920.0
2128,127508.07
2129,116953.5
2130,135849.12
2131,171024.0
2132,121749.51
2133,129295.42
2134,126569.32
2135,115480.71
2136,86778.59
2137,118151.8
2138,134572.08
2139,156161.07
2140,136501.0
2141,147922.9
2142,131404.21
2143,144650.97
2144,118049.5
2145,134534.0
2146,153616.0
2147,165450.08
2148,133683.99
2149,126029.0
2150,231600.0
2151,116156.5
2152,153670.12
2153,158159.4
2154,115934.59
2155,135278.25
2156,231469.82
2157,227241.6
2158,235596.45
2159,212596.6
2160,170995.96
2161,252379.1
2162,447247.57
2163,369464.76
2164,315376.83
2165,181192.0
2166,143575.75
2167,202700.99
2168,204335.0
2169,190709.3
2170,221193.0
2171,146493.5
2172,147645.78
2173,169373.21
2174,240313.31
2175,338174.59
2176,331436.93
2177,255773.46
2178,215375.7
2179,144901.0
2180,229832.11
2181,192991.1
2182,225961.45
2183,203378.61
2184,126507.05
2185,130430.07
2186,147687.11
2187,155144.5
2188,152971.47
2189,212199.26
2190,84052.8
2191,86577.0
2192,100771.5
2193,99509.0
2194,109950.0
2195,105595.68
2196,99343.74
2197,113095.5
2198,147728.25
2199,168479.98
2200,129611.0
2201,143385.0
2202,164615.5
2203,162063.92
2204,162143.8
2205,114455.47
2206,140508.5
2207,214761.46
2208,241854.85
2209,201920.92
2210,127902.0
2211,118190.5
2212,118193.58
2213,102864.76
2214,146458.75
2215,104459.21
2216,135221.61
2217,86679.32
2218,105342.76
2219,93126.97
2220,87271.87
2221,268866.83
2222,238091.12
2223,318236.03
2224,238635.29
2225,132416.47
2226,172965.0
2227,197755.56
2228,278402.59
2229,237846.72
2230,166353.0
2231,220469.85
2232,192576.12
2233,178106.85
2234,248313.66
2235,204988.72
2236,273925.62
2237,342357.8
2238,228537.48
2239,106408.8
2240,163441.97
2241,126877.7
2242,136144.6
2243,128082.5
2244,99600.0
2245,100695.83
2246,137098.25
2247,118900.16
2248,123491.0
2249,126826.0
2250,128418.14
2251,134600.98
2252,185655.04
2253,169327.73
2254,179379.82
2255,183304.92
2256,178558.7
2257,198380.64
2258,172390.06
2259,179845.4
2260,152626.37
2261,182399.61
2262,202794.04
2263,336450.35
2264,457586.41
2265,174604.9
2266,303799.48
2267,327794.07
2268,388822.76
2269,163313.65
2270,181630.49
2271,222063.5
2272,210883.15
2273,167610.83
2274,179729.33
2275,179780.43
2276,180874.0
2277,181873.4
2278,148154.75
2279,125186.35
2280,116661.67
2281,186870.68
2282,185421.18
2283,98299.5
2284,106222.0
2285,144854.15
2286,129015.0
2287,352380.72
2288,261476.37
2289,402086.15
2290,413836.92
2291,310610.99
2292,418358.83
2293,470042.78
2294,388802.39
2295,470254.92
2296,262808.44
2297,313418.85
2298,339556.56
2299,351074.56
2300,322057.83
2301,312246.37
2302,245334.65
2303,248590.81
2304,243277.34
2305,175034.92
2306,174434.03
2307,191924.82
2308,213903.7
2309,299616.49
2310,216757.66
2311,196654.39
2312,181515.39
2313,175935.14
2314,179932.25
2315,163939.33
2316,226539.12
2317,184644.52
2318,170377.18
2319,174216.9
2320,175443.0
2321,265675.76
2322,168282.44
2323,179365.14
2324,177267.82
2325,216386.53
2326,172753.33
2327,219462.05
2328,218420.0
2329,182046.5
2330,176279.5
2331,346918.12
2332,381544.29
2333,309017.98
2334,268975.4
2335,256525.73
2336,291622.77
2337,215075.12
2338,306609.35
2339,232286.03
2340,394913.63
2341,223016.45
2342,250457.71
2343,221046.79
2344,236435.85
2345,241948.09
2346,225635.62
2347,210020.87
2348,216531.17
2349,174928.71
2350,313781.92
2351,237822.56
2352,200444.07
2353,252079.6
2354,126136.0
2355,135630.3
2356,145829.05
2357,203649.35
2358,193707.2
2359,122602.5
2360,123382.0
2361,141523.19
2362,285789.7
2363,138610.18
2364,154553.74
2365,217825.12
2366,198324.04
2367,242768.09
2368,203983.29
2369,231770.49
2370,168011.97
2371,167186.66
2372,197006.12
2373,263340.72
2374,286571.16
2375,262966.0
2376,254062.68
2377,306417.57
2378,151788.5
2379,190053.0
2380,152217.25
2381,157513.5
2382,188467.4
2383,216842.5
2384,252139.6
2385,166435.6
2386,137968.0
2387,133997.01
2388,108414.29
2389,139619.13
2390,151007.6
2391,144074.19
2392,118654.32
2393,164957.35
2394,147862.72
2395,193662.4
2396,148468.0
2397,188917.24
2398,125768.26
2399,71899.0
2400,64600.0
2401,124919.83
2402,132534.85
2403,129916.43
2404,163940.4
2405,162724.0
2406,134554.0
2407,130964.83
2408,136744.87
2409,137650.37
2410,166271.0
2411,124326.0
2412,149395.0
2413,134937.0
2414,132572.26
2415,136259.55
2416,119590.08
2417,131365.0
2418,133127.83
2419,117795.5
2420,125722.93
2421,146243.32
2422,114982.58
2423,109903.01
2424,156570.9
2425,225165.47
2426,113712.82
2427,123972.99
2428,171547.73
2429,115662.32
2430,134036.0
2431,123043.83
2432,134414.0
2433,142929.37
2434,132003.8
2435,154034.0
2436,106077.58
2437,115420.15
2438,124097.42
2439,118964.37
2440,124172.16
2441,113416.9
2442,114660.6
2443,124631.58
2444,134032.78
2445,100691.76
2446,128341.84
2447,211574.88
2448,148472.58
2449,105241.87
2450,162315.5
2451,133898.18
2452,245311.8
2453,91758.58
2454,117312.32
2455,120995.91
2456,123319.62
2457,122118.0
2458,126192.0
2459,106403.91
2460,137363.5
2461,116627.0
2462,127996.5
2463,119216.3
2464,172301.75
2465,128355.76
2466,110815.28
2467,161382.03
2468,101854.0
2469,86856.36
2470,185882.68
2471,209221.86
2472,152336.64
2473,115247.67
2474,102766.5
2475,228220.52
2476,121793.89
2477,128433.0
2478,160900.71
2479,108826.0
2480,163677.19
2481,123393.0
2482,131276.75
2483,120539.83
2484,129918.7
2485,130100.5
2486,150464.16
2487,195975.51
2488,141476.5
2489,149292.83
2490,151021.83
2491,104893.76
2492,182003.64
2493,161163.6
2494,171002.68
2495,102607.88
2496,229367.72
2497,146865.0
2498,116881.24
2499,91675.83
2500,127812.92
2501,134432.0
2502,143828.5
2503,106409.34
2504,186604.64
2505,224888.4
2506,257841.23
2507,299728.3
2508,253360.61
2509,223089.8
2510,236978.88
2511,188585.6
2512,213940.3
2513,231386.72
2514,255991.61
2515,156738.91
2516,180327.22
2517,133032.53
2518,139804.84
2519,220943.5
2520,213138.15
2521,194190.75
2522,220675.99
2523,122370.0
2524,152671.69
2525,151802.71
2526,134864.6
2527,116284.5
2528,125428.6
2529,128810.64
2530,114836.0
2531,236217.1
2532,234788.27
2533,198652.75
2534,246264.7
2535,284448.53
2536,236534.4
2537,235165.9
2538,184565.83
2539,189796.69
2540,177257.68
2541,178112.9
2542,169151.92
2543,121879.49
2544,118975.0
2545,141936.16
2546,131968.0
2547,143278.15
2548,158176.82
2549,165485.82
2550,285241.8
2551,147221.0
2552,129935.28
2553,87969.59
2554,121172.7
2555,116546.64
2556,107420.15
2557,114479.34
2558,143776.53
2559,123919.36
2560,130804.32
2561,133865.0
2562,130332.5
2563,139624.0
2564,173769.35
2565,148658.0
2566,129557.12
2567,135854.8
2568,184366.24
2569,192605.88
2570,126935.0
2571,166277.82
2572,175618.9
2573,232083.76
2574,275928.07
2575,125942.0
2576,132106.75
2577,140299.46
2578,100104.94
2579,73129.09
2580,147025.67
2581,121233.09
2582,114187.45
2583,256813.79
2584,172321.9
2585,196685.04
2586,210359.13
2587,201396.02
2588,138163.17
2589,152270.4
2590,220305.66
2591,206854.24
2592,228497.41
2593,248025.57
2594,173392.19
2595,212132.02
2596,339407.56
2597,195637.83
2598,273018.53
2599,344652.28
2600,138558.29
2601,153725.65
2602,81673.0
2603,91204.59
2604,82443.0
2605,80974.0
2606,141558.17
2607,177836.77
2608,186028.4
2609,158019.9
2610,114098.0
2611,120799.05
2612,150287.39
2613,127012.75
2614,123363.99
2615,155341.0
2616,141646.0
2617,177682.08
2618,179505.24
2619,226773.25
2620,183813.5
2621,180140.42
2622,194112.45
2623,240964.9
2624,323041.67
2625,301576.44
2626,169200.98
2627,182133.41
2628,430941.27
2629,488411.62
2630,363600.03
2631,487685.5
2632,428678.23
2633,320843.44
2634,371149.64
2635,157526.8
2636,197329.0
2637,170434.66
2638,271265.77
2639,177330.46
2640,163171.0
2641,114093.68
2642,198911.02
2643,124892.0
2644,139723.37
2645,106011.0
2646,95766.0
2647,96060.0
2648,133809.5
2649,137369.66
2650,143248.8
2651,146331.83
2652,436868.0
2653,198066.66
2654,259933.15
2655,347597.0
2656,369213.1
2657,344670.4
2658,259139.46
2659,294049.44
2660,338734.23
2661,369953.98
2662,339771.11
2663,297030.23
2664,302153.9
2665,354486.53
2666,313513.58
2667,166505.08
2668,175012.96
2669,178206.54
2670,293311.1
2671,174338.12
2672,192891.23
2673,202478.31
2674,206296.8
2675,164805.89
2676,181397.18
2677,200113.37
2678,275797.41
2679,299786.75
2680,304747.61
2681,368178.9
2682,336661.13
2683,486343.83
2684,332071.86
2685,345279.79
2686,246660.92
2687,354626.96
2688,230463.32
2689,213041.6
2690,470302.09
2691,189989.2
2692,124754.0
2693,200797.2
2694,122811.5
2695,190597.95
2696,185772.14
2697,201711.5
2698,193820.71
2699,178616.8
2700,169675.82
2701,170920.74
2702,126723.6
2703,149292.96
2704,150510.67
2705,123107.58
2706,119624.0
2707,136596.1
2708,132121.0
2709,107857.0
2710,130417.1
2711,258624.8
2712,354740.65
2713,172908.15
2714,157489.33
2715,171232.99
2716,155923.33
2717,184896.95
2718,238348.7
2719,159823.37
2720,175108.62
2721,141911.5
2722,143380.74
2723,141555.2
2724,129254.0
2725,135445.5
2726,132860.5
2727,153843.25
2728,174758.82
2729,142898.81
2730,140425.55
2731,121329.5
2732,125059.5
2733,161434.5
2734,143102.5
2735,131788.0
2736,148298.98
2737,120520.83
2738,142245.25
2739,166039.0
2740,137229.21
2741,145539.87
2742,155284.6
2743,151803.16
2744,147587.5
2745,129681.75
2746,130035.35
2747,152055.5
2748,120891.22
2749,126484.25
2750,135927.0
2751,129113.25
2752,223107.36
2753,145102.87
2754,237122.21
2755,134507.0
2756,90102.31
2757,87030.71
2758,90472.5
2759,159830.32
2760,142321.82
2761,145956.5
2762,144267.75
2763,200657.22
2764,176864.45
2765,278671.4
2766,121106.69
2767,94036.0
2768,130294.2
2769,119357.5
2770,151132.5
2771,121532.74
2772,119034.5
2773,151082.4
2774,128772.0
2775,139150.0
2776,144106.9
2777,154035.85
2778,125923.4
2779,120136.71
2780,113680.0
2781,100185.43
2782,96322.41
2783,93333.76
2784,131600.5
2785,131393.08
2786,74018.0
2787,123348.6
2788,85848.56
2789,210246.66
2790,109347.0
2791,122849.39
2792,75493.0
2793,172842.87
2794,90456.21
2795,119190.75
2796,98175.57
2797,214304.24
2798,110852.74
2799,127854.18
2800,89349.4
2801,114911.78
2802,124509.0
2803,162673.49
2804,152910.54
2805,109850.49
2806,95619.56
2807,155225.9
2808,156136.6
2809,134192.5
2810,120321.8
2811,169199.2
2812,151470.4
2813,153187.65
2814,145239.5
2815,114360.83
2816,245156.68
2817,154468.38
2818,131348.1
2819,155252.97
2820,141905.19
2821,122269.87
2822,201907.53
2823,236720.23
2824,191243.85
2825,158149.41
2826,136917.3
2827,136367.85
2828,214945.48
2829,202201.82
2830,239837.47
2831,191502.74
2832,223462.55
2833,327042.2
2834,217178.04
2835,224132.75
2836,197693.7
2837,167864.14
2838,142934.0
2839,177923.04
2840,199230.24
2841,197577.25
2842,217759.5
2843,146818.2
2844,171515.84
2845,127269.5
2846,203583.75
2847,197223.13
2848,226074.34
2849,219734.24
2850,295050.48
2851,230761.2
2852,238899.61
2853,240627.4
2854,141244.0
2855,207078.13
2856,213211.48
2857,193001.3
2858,193203.89
2859,120151.3
2860,127524.0
2861,113024.39
2862,207072.6
2863,123581.0
2864,253074.19
2865,147602.0
2866,133320.95
2867,92143.0
2868,135040.89
2869,122451.42
2870,150812.19
2871,111190.5
2872,67484.0
2873,109028.17
2874,127550.67
2875,115700.3
2876,155657.85
2877,127331.7
2878,159829.97
2879,141846.32
2880,111211.83
2881,143673.44
2882,148715.24
2883,164263.0
2884,192089.0
2885,184380.9
2886,193897.74
2887,115620.96
2888,125171.33
2889,82759.59
2890,85260.09
2891,137932.24
2892,69595.0
2893,115179.34
2894,55846.0
2895,273023.56
2896,268975.0
2897,199155.64
2898,161888.53
2899,231888.76
2900,165196.0
2901,188417.56
2902,194380.22
2903,345249.22
2904,367250.41
2905,99909.32
2906,223558.96
2907,114379.0
2908,131563.0
2909,142272.58
2910,85732.59
2911,83008.0
2912,150234.0
2913,85656.0
2914,84608.0
2915,86354.0
2916,82197.0
2917,170382.74
2918,108017.0
2919,239975.25
